Model,Samples,Accuracy,F1Score,Hyper-parameters,Validation Set
DOS2019-nghia,408,0.9975,0.9977,"{'batch_size': 1024, 'dropout': None, 'kernels': 32, 'learning_rate': 0.1, 'regularization': None}",DATA/cicddos2019/10t-10n-DOS2019-dataset-val.hdf5
